case_id,activity,timestamp,part_desc
Case 192,Turning & Milling - Machine 9,2012-02-08 15:46:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-08 20:17:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-09 08:40:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-09 10:13:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-09 15:56:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-10 06:45:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-10 12:53:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-10 10:40:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-12 06:37:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-12 07:06:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-12 15:59:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-12 23:24:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-12 18:03:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-13 06:41:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-13 14:34:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-13 09:49:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-13 10:02:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-13 15:58:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-13 16:02:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-13 17:58:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-13 23:23:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-14 06:46:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-14 13:31:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-14 13:35:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-14 14:47:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-14 17:21:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-14 19:58:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-15 06:40:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-15 15:09:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-15 16:00:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-15 23:29:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-16 06:44:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-16 09:05:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-16 11:46:00,Piston
Case 192,Turning & Milling Q.C.,2012-02-16 12:50:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-16 11:46:00,Piston
Case 192,Milling - Machine 14,2012-02-16 17:54:00,Piston
Case 192,Milling - Machine 14,2012-02-17 12:36:00,Piston
Case 192,Final Inspection Q.C.,2012-02-17 10:30:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-19 18:46:00,Piston
Case 192,Milling - Machine 14,2012-02-19 21:00:00,Piston
Case 192,Milling - Machine 14,2012-02-20 16:06:00,Piston
Case 192,Milling - Machine 14,2012-02-21 06:29:00,Piston
Case 192,Milling - Machine 14,2012-02-21 11:40:00,Piston
Case 192,Milling - Machine 14,2012-02-21 16:00:00,Piston
Case 192,Turning & Milling - Machine 9,2012-02-21 18:30:00,Piston
Case 192,Milling - Machine 14,2012-02-21 19:50:00,Piston
Case 192,Milling - Machine 14,2012-02-21 21:00:00,Piston
Case 192,Milling - Machine 14,2012-02-22 06:06:00,Piston
Case 192,Milling - Machine 14,2012-02-22 08:10:00,Piston
Case 192,Milling - Machine 14,2012-02-22 16:00:00,Piston
Case 192,Milling - Machine 14,2012-02-23 06:31:00,Piston
Case 192,Milling - Machine 14,2012-02-23 10:00:00,Piston
Case 192,Milling - Machine 14,2012-02-23 12:00:00,Piston
Case 192,Milling - Machine 14,2012-02-23 16:00:00,Piston
Case 192,Milling - Machine 14,2012-02-24 06:30:00,Piston
Case 192,Packing,2012-02-26 01:00:00,Piston
Case 192,Final Inspection Q.C.,2012-02-26 14:04:00,Piston
Case 194,Turning & Milling - Machine 10,2012-01-10 10:54:00,Socket
Case 194,Turning & Milling - Machine 10,2012-01-11 16:28:00,Socket
Case 194,Turning & Milling Q.C.,2012-01-11 17:52:00,Socket
Case 194,Turning & Milling - Machine 10,2012-01-12 17:42:00,Socket
Case 194,Turning & Milling Q.C.,2012-01-12 15:51:00,Socket
Case 194,Turning & Milling - Machine 10,2012-01-13 06:28:00,Socket
Case 194,Turning & Milling - Machine 10,2012-01-13 12:48:00,Socket
Case 194,Turning & Milling Q.C.,2012-01-13 12:30:00,Socket
Case 194,Turning & Milling - Machine 10,2012-01-14 09:00:00,Socket
Case 194,Stress Relief,2012-01-14 13:00:00,Socket
Case 194,Turning & Milling - Machine 10,2012-01-15 03:17:00,Socket
Case 194,Turning & Milling Q.C.,2012-01-15 17:58:00,Socket
Case 194,Turning - Machine 9,2012-01-15 16:25:00,Socket
Case 194,Turning - Machine 9,2012-01-15 17:52:00,Socket
Case 194,Turning - Machine 9,2012-01-16 15:58:00,Socket
Case 194,Turning & Milling Q.C.,2012-01-16 10:30:00,Socket
Case 194,Turning - Machine 9,2012-01-16 17:48:00,Socket
Case 194,Turning - Machine 9,2012-01-16 17:50:00,Socket
Case 194,Turning Q.C.,2012-01-17 08:40:00,Socket
Case 194,Laser Marking - Machine 7,2012-01-23 15:56:00,Socket
Case 194,Lapping - Machine 1,2012-01-24 01:15:00,Socket
Case 194,Lapping - Machine 1,2012-01-24 11:23:00,Socket
Case 194,Final Inspection Q.C.,2012-01-24 12:50:00,Socket
Case 194,Final Inspection Q.C.,2012-01-24 18:02:00,Socket
Case 194,Final Inspection Q.C.,2012-01-25 16:01:00,Socket
Case 194,Final Inspection Q.C.,2012-01-26 10:07:00,Socket
Case 194,Grinding Rework - Machine 27,2012-01-26 18:16:00,Socket
Case 194,Final Inspection Q.C.,2012-01-27 10:00:00,Socket
Case 194,Final Inspection Q.C.,2012-02-03 12:00:00,Socket
Case 194,Packing,2012-02-06 01:00:00,Socket
Case 194,Packing,2012-02-06 01:00:00,Socket
Case 194,Packing,2012-02-07 01:00:00,Socket
Case 194,Packing,2012-02-07 01:00:00,Socket
Case 195,Turning & Milling Q.C.,2012-01-31 15:05:00,Slip Ring Adapter
Case 195,Flat Grinding - Machine 11,2012-02-05 01:15:00,Slip Ring Adapter
Case 195,Lapping - Machine 1,2012-02-05 11:18:00,Slip Ring Adapter
Case 195,Lapping - Machine 1,2012-02-05 16:38:00,Slip Ring Adapter
Case 195,Flat Grinding - Machine 11,2012-02-05 17:43:00,Slip Ring Adapter
Case 195,Flat Grinding - Machine 11,2012-02-06 08:37:00,Slip Ring Adapter
Case 195,Round Grinding - Machine 2,2012-02-09 23:50:00,Slip Ring Adapter
Case 195,Round Grinding - Machine 2,2012-02-10 09:52:00,Slip Ring Adapter
Case 195,Round Grinding - Machine 2,2012-02-10 12:44:00,Slip Ring Adapter
Case 195,Round Grinding - Machine 2,2012-02-12 06:53:00,Slip Ring Adapter
Case 195,Round Grinding - Machine 2,2012-02-12 15:51:00,Slip Ring Adapter
Case 195,Round Grinding - Q.C.,2012-02-12 17:40:00,Slip Ring Adapter
Case 195,Packing,2012-02-15 01:00:00,Slip Ring Adapter
Case 195,Final Inspection Q.C.,2012-02-15 14:05:00,Slip Ring Adapter
Case 196,Turning & Milling Q.C.,2012-01-17 15:59:00,Cable Head
Case 196,Grinding Rework - Machine 27,2012-02-19 14:09:00,Cable Head
Case 196,Final Inspection Q.C.,2012-02-19 16:01:00,Cable Head
Case 196,Packing,2012-02-21 01:00:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-09 17:24:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-09 23:00:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-10 06:30:00,Cable Head
Case 198,Turning & Milling Q.C.,2012-01-10 08:08:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-10 07:09:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-10 15:57:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-10 17:04:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-10 23:35:00,Cable Head
Case 198,Turning & Milling - Machine 5,2012-01-11 12:45:00,Cable Head
Case 198,Turning & Milling Q.C.,2012-01-12 07:44:00,Cable Head
Case 198,Laser Marking - Machine 7,2012-01-12 14:35:00,Cable Head
Case 198,Turning Rework - Machine 21,2012-01-26 10:30:00,Cable Head
Case 198,Turning & Milling Q.C.,2012-01-27 11:12:00,Cable Head
Case 198,Lapping - Machine 1,2012-03-06 03:00:00,Cable Head
Case 198,Lapping - Machine 1,2012-03-06 13:32:00,Cable Head
Case 198,Lapping - Machine 1,2012-03-07 01:15:00,Cable Head
Case 198,Lapping - Machine 1,2012-03-07 17:30:00,Cable Head
Case 198,Lapping - Machine 1,2012-03-08 01:15:00,Cable Head
Case 198,Laser Marking - Machine 7,2012-03-08 09:37:00,Cable Head
Case 198,Lapping - Machine 1,2012-03-08 08:22:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-08 18:11:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-08 20:17:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-08 23:41:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-09 06:45:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-09 11:49:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-11 06:33:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-11 06:52:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-11 15:57:00,Cable Head
Case 198,Round Grinding - Machine 2,2012-03-11 20:40:00,Cable Head
Case 198,Final Inspection Q.C.,2012-03-15 14:01:00,Cable Head
Case 198,Packing,2012-03-16 01:00:00,Cable Head
Case 198,Packing,2012-03-18 01:00:00,Cable Head
Case 198,Final Inspection Q.C.,2012-03-18 12:11:00,Cable Head
Case 198,Grinding Rework - Machine 27,2012-03-19 09:56:00,Cable Head
Case 198,Packing,2012-03-20 01:00:00,Cable Head
Case 198,Final Inspection Q.C.,2012-03-20 10:49:00,Cable Head
Case 198,Laser Marking - Machine 7,2012-03-20 13:39:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-03 01:15:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-03 15:35:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-03 12:50:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-03 16:00:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-03 15:56:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-03 16:05:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-03 18:58:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-03 22:17:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-04 01:15:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-04 10:25:00,Cable Head
Case 199,Turning & Milling Q.C.,2012-01-04 10:00:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-04 23:46:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-05 15:32:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-06 07:00:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-06 07:00:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-05 19:53:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-06 06:48:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-07 06:00:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-06 12:53:00,Cable Head
Case 199,Lapping - Machine 1,2012-01-06 10:03:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-08 06:57:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-08 15:39:00,Cable Head
Case 199,Round Grinding - Machine 2,2012-01-08 13:20:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-08 22:20:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-10 12:50:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-10 14:26:00,Cable Head
Case 199,Turning & Milling Q.C.,2012-01-10 15:53:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-11 06:53:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-11 17:42:00,Cable Head
Case 199,Laser Marking - Machine 7,2012-01-11 10:03:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-12 04:41:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-12 12:50:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-12 16:07:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-13 12:53:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-15 07:00:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-15 08:40:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-15 12:50:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-15 15:57:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-15 14:00:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-15 14:30:00,Cable Head
Case 199,Turning & Milling - Machine 10,2012-01-15 18:03:00,Cable Head
Case 199,Turning & Milling Q.C.,2012-01-16 15:34:00,Cable Head
Case 199,Turning & Milling Q.C.,2012-01-16 15:54:00,Cable Head
Case 199,Turning & Milling Q.C.,2012-01-16 16:00:00,Cable Head
Case 199,Turning & Milling Q.C.,2012-01-16 16:10:00,Cable Head
Case 199,Laser Marking - Machine 7,2012-01-17 09:38:00,Cable Head
Case 199,Grinding Rework - Machine 27,2012-01-17 15:47:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-19 08:40:00,Cable Head
Case 199,Final Inspection Q.C.,2012-01-19 12:50:00,Cable Head
Case 199,Packing,2012-01-20 01:00:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-26 16:38:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-27 02:00:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-27 01:15:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-27 05:40:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-27 06:40:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-28 01:15:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-28 14:10:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-28 11:30:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-29 01:26:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-29 01:15:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-29 01:15:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-29 06:34:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-29 11:29:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-29 10:56:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-29 13:22:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-29 15:53:00,Cable Head
Case 199,Lapping - Machine 1,2012-02-29 16:29:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-02-29 20:45:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-03-01 06:47:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-01 08:40:00,Cable Head
Case 199,Lapping - Machine 1,2012-03-01 08:37:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-01 10:00:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-01 12:50:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-03-01 16:11:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-01 18:03:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-03-02 06:34:00,Cable Head
Case 199,Lapping - Machine 1,2012-03-02 01:15:00,Cable Head
Case 199,Lapping - Machine 1,2012-03-02 01:15:00,Cable Head
Case 199,Lapping - Machine 1,2012-03-02 12:29:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-03-04 06:45:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-04 08:40:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-04 12:50:00,Cable Head
Case 199,Round Grinding - Machine 3,2012-03-04 15:53:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-04 14:20:00,Cable Head
Case 199,Packing,2012-03-05 01:00:00,Cable Head
Case 199,Grinding Rework - Machine 27,2012-03-06 11:43:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-16 12:51:00,Cable Head
Case 199,Grinding Rework - Machine 27,2012-03-18 11:24:00,Cable Head
Case 199,Grinding Rework - Machine 27,2012-03-18 17:47:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-19 11:00:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-19 15:59:00,Cable Head
Case 199,Packing,2012-03-20 01:00:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-20 11:06:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-21 15:00:00,Cable Head
Case 199,Grinding Rework - Machine 27,2012-03-21 18:30:00,Cable Head
Case 199,Packing,2012-03-22 01:00:00,Cable Head
Case 199,Packing,2012-03-27 01:00:00,Cable Head
Case 199,Packing,2012-03-27 01:00:00,Cable Head
Case 199,Grinding Rework - Machine 27,2012-03-28 23:33:00,Cable Head
Case 199,Packing,2012-03-29 01:00:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-29 10:34:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-29 13:39:00,Cable Head
Case 199,Packing,2012-03-30 01:00:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-30 09:53:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-30 10:15:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-30 10:25:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-30 10:35:00,Cable Head
Case 199,Final Inspection Q.C.,2012-03-30 10:55:00,Cable Head
Case 20,Turning & Milling - Machine 4,2012-01-15 14:06:00,Punch Plate
Case 20,Turning & Milling Q.C.,2012-01-15 16:08:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-15 15:36:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-15 22:24:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-16 02:34:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-16 04:38:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-16 16:26:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-16 17:52:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-17 06:49:00,Punch Plate
Case 20,Turning & Milling Q.C.,2012-01-17 15:53:00,Punch Plate
Case 20,Turning & Milling - Machine 4,2012-01-17 18:50:00,Punch Plate
Case 20,Laser Marking - Machine 7,2012-01-23 12:45:00,Punch Plate
Case 20,Round Grinding - Machine 3,2012-01-24 22:00:00,Punch Plate
Case 20,Round Grinding - Machine 3,2012-01-24 23:15:00,Punch Plate
Case 20,Round Grinding - Machine 3,2012-01-25 09:30:00,Punch Plate
Case 20,Round Grinding - Machine 3,2012-01-26 15:56:00,Punch Plate
Case 20,Round Grinding - Machine 3,2012-01-26 23:24:00,Punch Plate
Case 20,Round Grinding - Machine 3,2012-01-27 10:00:00,Punch Plate
Case 20,Round Grinding - Machine 3,2012-02-06 00:17:00,Punch Plate
Case 20,Turning & Milling Q.C.,2012-02-06 07:07:00,Punch Plate
Case 20,Round Grinding - Machine 2,2012-02-07 14:17:00,Punch Plate
Case 20,Round Grinding - Machine 2,2012-02-07 17:42:00,Punch Plate
Case 20,Round Grinding - Machine 2,2012-02-08 02:01:00,Punch Plate
Case 20,Final Inspection Q.C.,2012-02-21 16:05:00,Punch Plate
Case 20,Packing,2012-02-22 01:00:00,Punch Plate
Case 200,Milling - Machine 10,2012-01-09 01:15:00,Cable Head
Case 200,Grinding Rework - Machine 27,2012-01-11 18:59:00,Cable Head
Case 200,Final Inspection Q.C.,2012-01-12 08:13:00,Cable Head
Case 200,Final Inspection Q.C.,2012-01-12 09:35:00,Cable Head
Case 200,Packing,2012-01-15 01:00:00,Cable Head
Case 200,Lapping - Machine 1,2012-01-30 01:15:00,Cable Head
Case 200,Round Grinding - Machine 3,2012-01-30 01:15:00,Cable Head
Case 201,Round Grinding - Q.C.,2012-01-04 01:15:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-01-04 01:15:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-05 10:11:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-05 13:52:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-05 17:37:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-05 17:42:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-06 08:00:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-06 12:40:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-06 13:08:00,Wheel Shaft
Case 201,Turning - Machine 8,2012-01-08 07:54:00,Wheel Shaft
Case 201,Turning Q.C.,2012-01-08 11:13:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-01-08 15:30:00,Wheel Shaft
Case 201,Turning & Milling - Machine 8,2012-01-16 16:09:00,Wheel Shaft
Case 201,Turning & Milling - Machine 8,2012-01-17 09:28:00,Wheel Shaft
Case 201,Turning & Milling - Machine 8,2012-01-17 12:55:00,Wheel Shaft
Case 201,Milling - Machine 16,2012-01-18 18:00:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-01-18 16:02:00,Wheel Shaft
Case 201,Packing,2012-01-19 01:00:00,Wheel Shaft
Case 201,Milling - Machine 16,2012-01-19 15:31:00,Wheel Shaft
Case 201,Milling - Machine 16,2012-01-20 11:32:00,Wheel Shaft
Case 201,Round Grinding - Machine 2,2012-01-22 01:15:00,Wheel Shaft
Case 201,Round Grinding - Manual,2012-01-22 01:15:00,Wheel Shaft
Case 201,Round Grinding - Q.C.,2012-01-22 01:15:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-01-22 08:11:00,Wheel Shaft
Case 201,Round Grinding - Manual,2012-01-22 13:38:00,Wheel Shaft
Case 201,Round Grinding - Manual,2012-01-22 15:44:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-02-01 01:15:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-02-09 18:03:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-02-13 10:45:00,Wheel Shaft
Case 201,Turning & Milling Q.C.,2012-02-21 01:15:00,Wheel Shaft
Case 203,Turning & Milling Q.C.,2012-01-08 10:43:00,Gauge
Case 203,Laser Marking - Machine 7,2012-01-08 13:37:00,Gauge
Case 203,Lapping - Machine 1,2012-01-10 01:15:00,Gauge
Case 203,Flat Grinding - Machine 11,2012-01-10 11:58:00,Gauge
Case 203,Lapping - Machine 1,2012-01-11 08:38:00,Gauge
Case 203,Packing,2012-01-12 01:00:00,Gauge
Case 203,Final Inspection Q.C.,2012-01-12 07:03:00,Gauge
Case 205,Round Grinding - Manual,2012-03-06 19:40:00,O-Ring
Case 205,Round Grinding - Manual,2012-03-06 20:30:00,O-Ring
Case 205,Final Inspection Q.C.,2012-03-07 15:17:00,O-Ring
Case 205,Packing,2012-03-08 01:00:00,O-Ring
Case 206,Turning & Milling Q.C.,2012-01-08 15:07:00,Cutting Wheel
Case 206,Laser Marking - Machine 7,2012-01-09 09:55:00,Cutting Wheel
Case 206,Lapping - Machine 1,2012-01-09 10:45:00,Cutting Wheel
Case 206,Round Grinding - Manual,2012-01-19 08:32:00,Cutting Wheel
Case 206,Round Grinding - Manual,2012-01-19 15:48:00,Cutting Wheel
Case 206,Final Inspection Q.C.,2012-01-20 12:50:00,Cutting Wheel
Case 206,Final Inspection Q.C.,2012-01-22 08:10:00,Cutting Wheel
Case 206,Packing,2012-01-23 01:00:00,Cutting Wheel
Case 206,Round Grinding - Machine 12,2012-01-25 16:00:00,Cutting Wheel
Case 206,Round Grinding - Machine 12,2012-01-25 17:45:00,Cutting Wheel
Case 206,Round Grinding - Machine 12,2012-01-26 08:30:00,Cutting Wheel
Case 206,Final Inspection Q.C.,2012-02-02 12:17:00,Cutting Wheel
Case 206,Final Inspection Q.C.,2012-02-02 14:43:00,Cutting Wheel
Case 206,Packing,2012-02-03 01:00:00,Cutting Wheel
Case 207,Turning & Milling - Machine 6,2012-01-09 01:15:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-09 07:00:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-10 01:15:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-10 03:00:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-10 06:30:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-10 15:59:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-11 01:00:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-11 01:15:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-11 01:15:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-11 09:06:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-11 15:52:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-11 23:42:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-12 06:30:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-12 18:07:00,Flange
Case 207,Turning & Milling - Machine 9,2012-01-13 00:56:00,Flange
Case 207,Turning & Milling - Machine 6,2012-01-13 06:17:00,Flange
Case 207,Turning & Milling Q.C.,2012-01-13 08:00:00,Flange
Case 207,Turning & Milling Q.C.,2012-01-13 08:20:00,Flange
Case 207,Turning & Milling Q.C.,2012-01-13 08:30:00,Flange
Case 207,Turning & Milling Q.C.,2012-01-13 08:40:00,Flange
Case 207,Turning & Milling - Machine 9,2012-01-13 09:33:00,Flange
Case 207,Turning & Milling Q.C.,2012-01-15 14:43:00,Flange
Case 207,Lapping - Machine 1,2012-01-23 01:15:00,Flange
Case 207,Laser Marking - Machine 7,2012-01-23 14:57:00,Flange
Case 207,Lapping - Machine 1,2012-01-23 16:52:00,Flange
Case 207,Laser Marking - Machine 7,2012-01-23 16:54:00,Flange
Case 207,Lapping - Machine 1,2012-01-23 18:09:00,Flange
Case 207,Round Grinding - Machine 2,2012-01-24 10:43:00,Flange
Case 207,Round Grinding - Machine 2,2012-01-24 12:43:00,Flange
Case 207,Round Grinding - Machine 2,2012-01-24 14:51:00,Flange
Case 207,Round Grinding - Machine 2,2012-01-24 17:47:00,Flange
Case 207,Round Grinding - Machine 2,2012-01-24 22:41:00,Flange
Case 207,Round Grinding - Machine 2,2012-01-25 08:39:00,Flange
Case 207,Final Inspection Q.C.,2012-01-26 07:30:00,Flange
Case 207,Final Inspection Q.C.,2012-01-26 10:00:00,Flange
Case 207,Final Inspection Q.C.,2012-01-26 12:50:00,Flange
Case 207,Final Inspection Q.C.,2012-01-26 16:11:00,Flange
Case 207,Final Inspection Q.C.,2012-01-26 16:30:00,Flange
Case 207,Final Inspection Q.C.,2012-01-29 07:15:00,Flange
Case 207,Packing,2012-01-30 01:00:00,Flange
Case 207,Packing,2012-01-30 01:00:00,Flange
Case 208,Turning & Milling - Machine 10,2012-01-04 15:57:00,Cable Head
Case 208,Turning & Milling - Machine 10,2012-01-04 22:34:00,Cable Head
Case 208,Turning & Milling - Machine 10,2012-01-09 02:19:00,Cable Head
Case 208,Turning & Milling - Machine 10,2012-01-09 06:55:00,Cable Head
Case 208,Turning & Milling - Machine 10,2012-01-09 15:39:00,Cable Head
Case 208,Turning & Milling - Machine 10,2012-01-09 17:44:00,Cable Head
Case 208,Turning & Milling - Machine 10,2012-01-10 06:38:00,Cable Head
